id,fecha,usuario,texto,tema,sentimiento,likes,reposts,texto_rag
2883,2022-08-01,user_26302,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,neutral,5056,4129,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
2884,2023-03-19,user_51905,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",Generación Z y crisis de sentido,positivo,5683,3206,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
2885,2023-03-22,user_75663,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.,IA y pérdida de autonomía humana,positivo,12184,2283,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.
2886,2022-04-14,user_33934,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,Cultura de lo efímero y proyectos de vida,positivo,18607,2234,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
2887,2022-09-10,user_51242,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.",IA y pérdida de autonomía humana,neutral,1557,4135,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación."
2888,2023-07-24,user_4951,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,neutral,13487,3717,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.
2889,2024-03-28,user_5464,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,negativo,10819,3971,"todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
2890,2022-01-31,user_19701,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,IA y pérdida de autonomía humana,neutral,7618,1914,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
2891,2022-08-16,user_18061,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,Cultura de lo efímero y proyectos de vida,positivo,10586,308,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
2892,2023-05-22,user_96144,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta? los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.,IA y pérdida de autonomía humana,negativo,11785,1417,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta? los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.
2893,2023-03-13,user_7568,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.,Generación Z y crisis de sentido,negativo,6721,3494,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.
2894,2024-01-04,user_89789,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.",IA y pérdida de autonomía humana,negativo,13061,4422,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante. no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida."
2895,2023-01-31,user_83484,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,Cultura de lo efímero y proyectos de vida,positivo,2155,4044,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
2896,2023-05-24,user_92246,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Cultura de lo efímero y proyectos de vida,negativo,11832,3993,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
2897,2022-06-05,user_4823,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,Generación Z y crisis de sentido,positivo,13506,59,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
2898,2022-01-22,user_15501,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,IA y pérdida de autonomía humana,neutral,9752,2865,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
2899,2022-08-14,user_9258,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",Cultura de lo efímero y proyectos de vida,negativo,12513,4335,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero."
2900,2023-08-02,user_10838,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Cultura de lo efímero y proyectos de vida,positivo,9506,4063,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
2901,2024-03-17,user_86574,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,IA y pérdida de autonomía humana,negativo,18516,1390,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
2902,2023-10-01,user_17777,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",IA y pérdida de autonomía humana,negativo,7396,4024,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
2903,2023-08-27,user_10449,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Generación Z y crisis de sentido,neutral,9714,3838,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
2904,2023-03-12,user_85685,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,IA y pérdida de autonomía humana,negativo,8334,3541,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
2905,2023-03-22,user_20957,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",IA y pérdida de autonomía humana,neutral,2842,3323,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
2906,2023-06-16,user_33255,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Generación Z y crisis de sentido,positivo,6721,1264,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
2907,2023-03-24,user_10983,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión.",Cultura de lo efímero y proyectos de vida,negativo,15024,2794,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión."
2908,2023-07-24,user_20017,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.",IA y pérdida de autonomía humana,neutral,3295,3603,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas."
2909,2023-03-20,user_24943,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",IA y pérdida de autonomía humana,positivo,17720,3524,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
2910,2022-06-14,user_26382,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?,IA y pérdida de autonomía humana,neutral,14685,4025,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?
2911,2022-11-04,user_71443,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",IA y pérdida de autonomía humana,positivo,13176,1042,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando."
2912,2022-11-17,user_61206,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,IA y pérdida de autonomía humana,neutral,5508,4434,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
2913,2023-01-09,user_63435,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,neutral,7402,4487,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
2914,2023-12-30,user_76712,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Cultura de lo efímero y proyectos de vida,neutral,6628,4168,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos. la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
2915,2024-01-12,user_34394,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",IA y pérdida de autonomía humana,neutral,19721,4924,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
2916,2024-06-16,user_48167,"los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",IA y pérdida de autonomía humana,negativo,16033,1943,"los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
2917,2023-07-16,user_573,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,IA y pérdida de autonomía humana,negativo,13324,2,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
2918,2022-09-28,user_49139,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,positivo,8129,2133,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
2919,2023-07-08,user_3291,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,IA y pérdida de autonomía humana,neutral,16664,2471,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
2920,2024-02-01,user_99821,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Generación Z y crisis de sentido,neutral,3570,844,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
2921,2023-04-17,user_47158,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.,Generación Z y crisis de sentido,negativo,18013,2720,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.
2922,2023-05-31,user_28280,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. ¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?",IA y pérdida de autonomía humana,neutral,371,1568,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. ¿seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?"
2923,2022-12-05,user_48422,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,IA y pérdida de autonomía humana,neutral,8716,3326,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure. los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
2924,2024-06-15,user_5057,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",IA y pérdida de autonomía humana,neutral,11133,1204,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
2925,2022-03-07,user_64620,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",Generación Z y crisis de sentido,positivo,15654,2906,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
2926,2022-06-03,user_6189,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?,IA y pérdida de autonomía humana,negativo,5813,2912,la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?
2927,2022-03-06,user_24721,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",IA y pérdida de autonomía humana,positivo,12366,799,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
2928,2022-07-10,user_15472,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.,IA y pérdida de autonomía humana,neutral,15467,4974,a veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. la generación z vive entre expectativas irreales y una búsqueda constante de validación.
2929,2023-09-20,user_38551,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento. el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,positivo,17038,3412,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento. el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
2930,2022-01-15,user_13399,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Cultura de lo efímero y proyectos de vida,neutral,18654,3138,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
2931,2023-02-21,user_51677,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",IA y pérdida de autonomía humana,neutral,14079,3324,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
2932,2023-12-24,user_59384,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Generación Z y crisis de sentido,negativo,8277,2901,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
2933,2023-09-10,user_50688,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,positivo,10969,2635,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
2934,2023-02-22,user_29996,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?",Generación Z y crisis de sentido,neutral,6358,4491,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?"
2935,2023-09-27,user_89617,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,Cultura de lo efímero y proyectos de vida,neutral,12724,3393,no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.
2936,2023-05-05,user_50728,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",Generación Z y crisis de sentido,negativo,19238,3025,"la generación z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante."
2937,2022-07-19,user_29552,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos.",IA y pérdida de autonomía humana,negativo,12795,3733,"la identidad en línea se construye y se desmonta como si fuera un proyecto temporal. nada parece sólido, ni siquiera la idea de quién somos."
2938,2023-07-16,user_71758,"estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo.",Cultura de lo efímero y proyectos de vida,neutral,4682,2940,"estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo."
2939,2024-06-19,user_95971,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.",IA y pérdida de autonomía humana,positivo,8393,2889,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. no sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida."
2940,2023-05-17,user_15426,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,Cultura de lo efímero y proyectos de vida,neutral,10068,2324,los algoritmos parecen conocer mis gustos mejor que yo mismo. es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.
2941,2023-11-16,user_94413,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad? el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,neutral,2158,1881,la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad? el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
2942,2024-02-26,user_43500,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.,IA y pérdida de autonomía humana,neutral,3805,3670,la presión por ser productivo todo el tiempo está quemando a una generación entera. no todo en la vida debe ser rendimiento.
2943,2023-10-30,user_76796,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?,IA y pérdida de autonomía humana,positivo,14680,4604,el ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿cómo pensar profundamente en medio de tantas distracciones?
2944,2024-02-08,user_2085,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,positivo,12771,4997,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
2945,2022-10-20,user_30848,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?",Cultura de lo efímero y proyectos de vida,negativo,18464,2487,"la cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. la ia puede predecir nuestras emociones con una precisión inquietante. ¿qué queda entonces de nuestra espontaneidad?"
2946,2022-06-08,user_90795,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.,Generación Z y crisis de sentido,positivo,14970,1697,todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.
2947,2024-02-20,user_969,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,IA y pérdida de autonomía humana,positivo,1958,2718,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
2948,2023-12-12,user_7408,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.",IA y pérdida de autonomía humana,neutral,15859,3398,"con tanta información, el desafío ya no es aprender, sino filtrar. el exceso de conocimiento puede ser una forma moderna de confusión. todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure."
2949,2023-09-13,user_64885,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Generación Z y crisis de sentido,positivo,13123,3707,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
2950,2022-09-07,user_65456,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?",Cultura de lo efímero y proyectos de vida,neutral,11146,218,"muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. la relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿hasta qué punto delegamos decisiones importantes sin darnos cuenta?"
2951,2022-03-25,user_4940,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,IA y pérdida de autonomía humana,positivo,2527,1824,estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.
2952,2023-05-08,user_83057,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.,Generación Z y crisis de sentido,negativo,14392,4758,antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en tiktok.
2953,2022-02-07,user_49716,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Cultura de lo efímero y proyectos de vida,neutral,13168,4673,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
2954,2022-02-24,user_64478,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",Cultura de lo efímero y proyectos de vida,neutral,12925,805,"muchos jóvenes tienen una sensación de vacío difícil de explicar. vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos."
2955,2022-05-05,user_3966,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",Generación Z y crisis de sentido,negativo,13616,4265,"cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección."
2956,2022-08-22,user_95600,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.,IA y pérdida de autonomía humana,negativo,16570,1880,los vínculos afectivos hoy son más frágiles que nunca. la inmediatez también afecta las relaciones humanas.
2957,2023-07-25,user_82015,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure.",Generación Z y crisis de sentido,negativo,18838,4526,"la generación z ha heredado un mundo acelerado, caótico y saturado. buscar sentido en medio de ese ruido es un acto filosófico profundo. todo se mueve tan rápido que incluso los recuerdos parecen caducar. la cultura de lo efímero borra cualquier intento de construir algo que perdure."
